TS DB-Utility - Vers.: 3.6.02 
All Rights Reserved.
Copyright (C) 2003-2011 by Carl-Heinz Rave(CarlosHR)
      'TrackObj(63)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(71)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(70)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(76)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(80)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(89)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(85)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(88)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(93)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011009+014316.w' will be checked / established!
    Integrity of 'w-011009+014317.w' will be checked / established!
      'TrackObj(105)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(130)': 'JNodePosN' was NOT specified although junction 'A1t45dYardRgt.s' found!
      'TrackObj(139)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(235)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011009+014318.w' will be checked / established!
    Integrity of 'w-011010+014315.w' will be checked / established!
    Integrity of 'w-011010+014316.w' will be checked / established!
    Integrity of 'w-011010+014317.w' will be checked / established!
    Integrity of 'w-011011+014314.w' will be checked / established!
    Integrity of 'w-011011+014315.w' will be checked / established!
    Integrity of 'w-011011+014316.w' will be checked / established!
    Integrity of 'w-011012+014314.w' will be checked / established!
    Integrity of 'w-011012+014315.w' will be checked / established!
    Integrity of 'w-011012+014316.w' will be checked / established!
    Integrity of 'w-011013+014312.w' will be checked / established!
    Integrity of 'w-011013+014313.w' will be checked / established!
    Integrity of 'w-011013+014314.w' will be checked / established!
    Integrity of 'w-011014+014312.w' will be checked / established!
      'TrackObj(39)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011014+014313.w' will be checked / established!
    Integrity of 'w-011015+014311.w' will be checked / established!
    Integrity of 'w-011015+014312.w' will be checked / established!
      'TrackObj(37)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011015+014313.w' will be checked / established!
    Integrity of 'w-011016+014310.w' will be checked / established!
    Integrity of 'w-011016+014311.w' will be checked / established!
    Integrity of 'w-011016+014312.w' will be checked / established!
    Integrity of 'w-011017+014308.w' will be checked / established!
    Integrity of 'w-011017+014309.w' will be checked / established!
      'TrackObj(91)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011017+014310.w' will be checked / established!
      'TrackObj(164)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'DynTrack(872)-TrackSection(40076)': Radius too small --Danger of derailment! (Threshold=50.0)
      'DynTrack(887)-TrackSection(40358)': Radius too small --Danger of derailment! (Threshold=50.0)
    Integrity of 'w-011017+014311.w' will be checked / established!
    Integrity of 'w-011018+014307.w' will be checked / established!
      'TrackObj(66)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011018+014308.w' will be checked / established!
      'TrackObj(18)': 'JNodePosN' was NOT specified although junction 'A1tYPnt10d.s' found!
      'TrackObj(635)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(627)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(625)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(23)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
    Integrity of 'w-011018+014309.w' will be checked / established!
      'TrackObj(79)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
      'TrackObj(81)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(83)': 'JNodePosN' was NOT specified although junction 'A1t45dYardRgt.s' found!
    Integrity of 'w-011019+014305.w' will be checked / established!
    Integrity of 'w-011019+014306.w' will be checked / established!
      'TrackObj(59)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011019+014307.w' will be checked / established!
      'TrackObj(2341)': 'JNodePosN' was NOT specified although junction 'A1tYPnt10d.s' found!
      'TrackObj(33)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(36)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(65)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(66)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011020+014305.w' will be checked / established!
    Integrity of 'w-011020+014306.w' will be checked / established!
    Integrity of 'w-011020+014307.w' will be checked / established!
    Integrity of 'w-011021+014305.w' will be checked / established!
      'TrackObj(59)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
      'TrackObj(92)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011022+014304.w' will be checked / established!
    Integrity of 'w-011022+014305.w' will be checked / established!
      'TrackObj(26)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
    Integrity of 'w-011023+014305.w' will be checked / established!
      'TrackObj(30)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
    Integrity of 'w-011024+014304.w' will be checked / established!
    Integrity of 'w-011024+014305.w' will be checked / established!
    Integrity of 'w-011025+014303.w' will be checked / established!
    Integrity of 'w-011025+014304.w' will be checked / established!
    Integrity of 'w-011026+014303.w' will be checked / established!
    Integrity of 'w-011026+014304.w' will be checked / established!
      'TrackObj(28)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
    Integrity of 'w-011027+014302.w' will be checked / established!
    Integrity of 'w-011027+014303.w' will be checked / established!
      'TrackObj(42)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
    Integrity of 'w-011028+014300.w' will be checked / established!
    Integrity of 'w-011028+014302.w' will be checked / established!
      'TrackObj(124)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
      'TrackObj(125)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
      'TrackObj(127)': 'JNodePosN' was NOT specified although junction 'A1t45dYardRgt.s' found!
      'TrackObj(168)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(599)': 'JNodePosN' was NOT specified although junction 'A1t45dYardRgt.s' found!
    Integrity of 'w-011028+014303.w' will be checked / established!
    Integrity of 'w-011029+014300.w' will be checked / established!
    Integrity of 'w-011029+014301.w' will be checked / established!
      'TrackObj(73)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
    Integrity of 'w-011029+014302.w' will be checked / established!
      'TrackObj(62)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
    Integrity of 'w-011030+014299.w' will be checked / established!
    Integrity of 'w-011030+014300.w' will be checked / established!
    Integrity of 'w-011031+014299.w' will be checked / established!
      'TrackObj(643)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(642)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011032+014299.w' will be checked / established!
    Integrity of 'w-011033+014299.w' will be checked / established!
    Integrity of 'w-011034+014298.w' will be checked / established!
    Integrity of 'w-011034+014299.w' will be checked / established!
    Integrity of 'w-011035+014298.w' will be checked / established!
    Integrity of 'w-011035+014299.w' will be checked / established!
      'TrackObj(38)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
    Integrity of 'w-011036+014297.w' will be checked / established!
    Integrity of 'w-011036+014298.w' will be checked / established!
      'TrackObj(34)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
    Integrity of 'w-011036+014300.w' will be checked / established!
    Integrity of 'w-011037+014297.w' will be checked / established!
    Integrity of 'w-011037+014298.w' will be checked / established!
    Integrity of 'w-011038+014297.w' will be checked / established!
      'TrackObj(35)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
    Integrity of 'w-011038+014298.w' will be checked / established!
    Integrity of 'w-011039+014296.w' will be checked / established!
      'TrackObj(13)': 'JNodePosN' was NOT specified although junction 'A1t45dYardRgt.s' found!
    Integrity of 'w-011039+014297.w' will be checked / established!
    Integrity of 'w-011040+014295.w' will be checked / established!
    Integrity of 'w-011040+014296.w' will be checked / established!
      'TrackObj(19)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
      'TrackObj(31)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(32)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
    Integrity of 'w-011040+014297.w' will be checked / established!
    Integrity of 'w-011041+014294.w' will be checked / established!
    Integrity of 'w-011041+014295.w' will be checked / established!
    Integrity of 'w-011041+014296.w' will be checked / established!
      'DynTrack(3066)-TrackSection(40156)': Radius too small --Danger of derailment! (Threshold=50.0)
    Integrity of 'w-011042+014294.w' will be checked / established!
      'TrackObj(84)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
    Integrity of 'w-011042+014295.w' will be checked / established!
    Integrity of 'w-011043+014291.w' will be checked / established!
    Integrity of 'w-011043+014292.w' will be checked / established!
    Integrity of 'w-011043+014293.w' will be checked / established!
      'TrackObj(53)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
      'TrackObj(56)': 'JNodePosN' was NOT specified although junction 'A1t45dYardRgt.s' found!
      'TrackObj(61)': 'JNodePosN' was NOT specified although junction 'A1t45dYardLft.s' found!
      'TrackObj(69)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(83)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011043+014294.w' will be checked / established!
    Integrity of 'w-011044+014290.w' will be checked / established!
    Integrity of 'w-011044+014291.w' will be checked / established!
    Integrity of 'w-011044+014292.w' will be checked / established!
    Integrity of 'w-011045+014289.w' will be checked / established!
    Integrity of 'w-011045+014290.w' will be checked / established!
    Integrity of 'w-011045+014291.w' will be checked / established!
    Integrity of 'w-011045+014292.w' will be checked / established!
    Integrity of 'w-011046+014289.w' will be checked / established!
    Integrity of 'w-011046+014290.w' will be checked / established!
    Integrity of 'w-011047+014288.w' will be checked / established!
      'DynTrack(50034)-TrackSection(40478)': Radius too small --Danger of derailment! (Threshold=50.0)
      'DynTrack(50044)-TrackSection(40616)': Radius too small --Danger of derailment! (Threshold=50.0)
      'DynTrack(50045)-TrackSection(40620)': Radius too small --Danger of derailment! (Threshold=50.0)
    Integrity of 'w-011047+014289.w' will be checked / established!
    Integrity of 'w-011048+014287.w' will be checked / established!
    Integrity of 'w-011048+014288.w' will be checked / established!
    Integrity of 'w-011049+014285.w' will be checked / established!
      'TrackObj(45)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011049+014286.w' will be checked / established!
    Integrity of 'w-011049+014287.w' will be checked / established!
    Integrity of 'w-011050+014285.w' will be checked / established!
    Integrity of 'w-011051+014284.w' will be checked / established!
      'TrackObj(59)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011051+014285.w' will be checked / established!
    Integrity of 'w-011052+014284.w' will be checked / established!
      'TrackObj(64)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011053+014283.w' will be checked / established!
    Integrity of 'w-011053+014284.w' will be checked / established!
    Integrity of 'w-011054+014282.w' will be checked / established!
    Integrity of 'w-011054+014283.w' will be checked / established!
      'TrackObj(58)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(65)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(66)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(67)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(74)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(77)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(93)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(94)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(98)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(101)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011054+014284.w' will be checked / established!
    Integrity of 'w-011055+014282.w' will be checked / established!
    Integrity of 'w-011055+014283.w' will be checked / established!
    Integrity of 'w-011056+014282.w' will be checked / established!
    Integrity of 'w-011056+014283.w' will be checked / established!
    Integrity of 'w-011057+014282.w' will be checked / established!
    Integrity of 'w-011057+014283.w' will be checked / established!
      'TrackObj(48)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(50)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011058+014283.w' will be checked / established!
      'TrackObj(1697)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(36)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(40)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011059+014270.w' will be checked / established!
      'TrackObj(11)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011059+014271.w' will be checked / established!
      'TrackObj(68)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011059+014272.w' will be checked / established!
      'TrackObj(120)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(125)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011059+014273.w' will be checked / established!
    Integrity of 'w-011059+014283.w' will be checked / established!
      'TrackObj(381)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(373)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(1669)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(1668)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(1657)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(1654)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(335)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(367)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(394)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(391)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(390)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(385)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(384)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(178)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(364)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(359)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(358)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(351)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(350)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(342)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(30)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
    Integrity of 'w-011060+014268.w' will be checked / established!
    Integrity of 'w-011060+014269.w' will be checked / established!
    Integrity of 'w-011060+014270.w' will be checked / established!
      'TrackObj(59)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(89)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011060+014273.w' will be checked / established!
    Integrity of 'w-011060+014274.w' will be checked / established!
    Integrity of 'w-011060+014275.w' will be checked / established!
      'TrackObj(67)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011060+014276.w' will be checked / established!
    Integrity of 'w-011060+014277.w' will be checked / established!
    Integrity of 'w-011060+014278.w' will be checked / established!
    Integrity of 'w-011060+014279.w' will be checked / established!
    Integrity of 'w-011060+014281.w' will be checked / established!
    Integrity of 'w-011060+014282.w' will be checked / established!
      'TrackObj(112)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(133)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(146)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(150)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(171)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(176)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011060+014283.w' will be checked / established!
      'TrackObj(11)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(12)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(20)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(23)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011061+014266.w' will be checked / established!
    Integrity of 'w-011061+014267.w' will be checked / established!
      'TrackObj(46)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(108)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011061+014268.w' will be checked / established!
    Integrity of 'w-011061+014277.w' will be checked / established!
    Integrity of 'w-011061+014278.w' will be checked / established!
    Integrity of 'w-011061+014279.w' will be checked / established!
    Integrity of 'w-011061+014280.w' will be checked / established!
      'TrackObj(88)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(92)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(107)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011061+014281.w' will be checked / established!
      'TrackObj(46)': 'JNodePosN' was NOT specified although junction 'A1t45dYardRgt.s' found!
      'TrackObj(48)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(53)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(56)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(58)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011061+014282.w' will be checked / established!
    Integrity of 'w-011062+014265.w' will be checked / established!
    Integrity of 'w-011062+014266.w' will be checked / established!
      'TrackObj(46)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011062+014267.w' will be checked / established!
    Integrity of 'w-011063+014265.w' will be checked / established!
    Integrity of 'w-011063+014266.w' will be checked / established!
    Integrity of 'w-011064+014263.w' will be checked / established!
    Integrity of 'w-011064+014264.w' will be checked / established!
    Integrity of 'w-011064+014265.w' will be checked / established!
    Integrity of 'w-011065+014261.w' will be checked / established!
    Integrity of 'w-011065+014262.w' will be checked / established!
    Integrity of 'w-011065+014263.w' will be checked / established!
    Integrity of 'w-011066+014261.w' will be checked / established!
    Integrity of 'w-011066+014262.w' will be checked / established!
    Integrity of 'w-011066+014263.w' will be checked / established!
    Integrity of 'w-011067+014261.w' will be checked / established!
    Integrity of 'w-011067+014262.w' will be checked / established!
    Integrity of 'w-011068+014260.w' will be checked / established!
    Integrity of 'w-011068+014261.w' will be checked / established!
    Integrity of 'w-011068+014262.w' will be checked / established!
      'TrackObj(57)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(72)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011069+014260.w' will be checked / established!
    Integrity of 'w-011069+014261.w' will be checked / established!
      'TrackObj(2954)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(2931)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(1317)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(1308)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(2851)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(442)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(435)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(436)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(321)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(327)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(328)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(330)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(333)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(337)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(309)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(338)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(341)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(339)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(2824)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(2818)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(2815)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(2803)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(2802)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(2794)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011069+014262.w' will be checked / established!
      'TrackObj(2761)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(2760)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(2752)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(2751)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dRgt.s' found!
      'TrackObj(20)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
      'TrackObj(40)': 'JNodePosN' was NOT specified although junction 'A1tPnt10dLft.s' found!
    Integrity of 'w-011070+014260.w' will be checked / established!
    Integrity of 'w-011070+014261.w' will be checked / established!
    Integrity of 'w-011070+014262.w' will be checked / established!

    172 World-files involved.


Sound-file-integrity of route 'E:\Rail Utilities\Train Simulator\Routes\USA1' will be checked and restored!
    Integrity of 'w-011008+014317.ws' will be checked / established!
 ---> 'Soundsource(100000)': Target-Quad is NOT available -- Object cannot be moved. (0,-1)
    Integrity of 'w-011008+014318.ws' will be checked / established!
      UiD-Number 50016 is used MORE than once (Soundregion,Soundregion)
      UiD-Number 50017 is used MORE than once (Soundregion,Soundregion)
    Integrity of 'w-011009+014317.ws' will be checked / established!
    Integrity of 'w-011009+014318.ws' will be checked / established!
 ---> 'Soundsource(50000)': Target-Quad is NOT available -- Object cannot be moved. (-1,0)
    Integrity of 'w-011010+014315.ws' will be checked / established!
    Integrity of 'w-011010+014316.ws' will be checked / established!
    Integrity of 'w-011011+014315.ws' will be checked / established!
    Integrity of 'w-011011+014316.ws' will be checked / established!
    Integrity of 'w-011012+014314.ws' will be checked / established!
    Integrity of 'w-011012+014315.ws' will be checked / established!
    Integrity of 'w-011013+014313.ws' will be checked / established!
    Integrity of 'w-011013+014314.ws' will be checked / established!
    Integrity of 'w-011014+014312.ws' will be checked / established!
    Integrity of 'w-011014+014313.ws' will be checked / established!
    Integrity of 'w-011015+014311.ws' will be checked / established!
 ---> 'Soundsource(50000)': Target-Quad is NOT available -- Object cannot be moved. (0,-1)
    Integrity of 'w-011015+014312.ws' will be checked / established!
    Integrity of 'w-011015+014313.ws' will be checked / established!
    Integrity of 'w-011016+014311.ws' will be checked / established!
    Integrity of 'w-011016+014312.ws' will be checked / established!
    Integrity of 'w-011017+014308.ws' will be checked / established!
    Integrity of 'w-011017+014309.ws' will be checked / established!
    Integrity of 'w-011017+014310.ws' will be checked / established!
 ---> 'Soundsource(100012)': Target-Quad is NOT available -- Object cannot be moved. (-1,0)
 ---> 'Soundsource(50018)': Target-Quad is NOT available -- Object cannot be moved. (-1,0)
    Integrity of 'w-011017+014311.ws' will be checked / established!
    Integrity of 'w-011018+014307.ws' will be checked / established!
 ---> 'Soundsource(50017)': Target-Quad is NOT available -- Object cannot be moved. (0,-1)
    Integrity of 'w-011018+014308.ws' will be checked / established!
    Integrity of 'w-011018+014309.ws' will be checked / established!
    Integrity of 'w-011019+014305.ws' will be checked / established!
    Integrity of 'w-011019+014306.ws' will be checked / established!
    Integrity of 'w-011019+014307.ws' will be checked / established!
    Integrity of 'w-011020+014305.ws' will be checked / established!
 ---> 'Soundsource(50001)': Target-Quad is NOT available -- Object cannot be moved. (0,-1)
    Integrity of 'w-011021+014305.ws' will be checked / established!
    Integrity of 'w-011022+014305.ws' will be checked / established!
    Integrity of 'w-011023+014305.ws' will be checked / established!
    Integrity of 'w-011024+014304.ws' will be checked / established!
 ---> 'Soundsource(50010)': Target-Quad is NOT available -- Object cannot be moved. (0,-1)
 ---> 'Soundsource(50011)': Target-Quad is NOT available -- Object cannot be moved. (0,-1)
    Integrity of 'w-011024+014305.ws' will be checked / established!
 ---> 'Soundsource(50000)': Target-Quad is NOT available -- Object cannot be moved. (-1,0)
 ---> 'Soundsource(100000)': Target-Quad is NOT available -- Object cannot be moved. (0,1)
 ---> 'Soundsource(100001)': Target-Quad is NOT available -- Object cannot be moved. (0,1)
    Integrity of 'w-011025+014303.ws' will be checked / established!
    Integrity of 'w-011025+014304.ws' will be checked / established!
    Integrity of 'w-011026+014303.ws' will be checked / established!
 ---> 'Soundsource(50000)': Target-Quad is NOT available -- Object cannot be moved. (0,-1)
